domain,intent,text,spans,logical_form
banking,balance,Ke na le bokae ka akhaontong ya Discovery,32:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Discovery] ]
banking,balance,o na le bokae akhaontong?,,[IN:balance ]
banking,balance,tjhelete e ka akhaontong ya hao e lekanetse ditlhoko tsa hao?,,[IN:balance ]
banking,balance,tjhelete e setseng ka akhaontong ke bokae?,,[IN:balance ]
banking,balance,O na le tjhelete e oe bolokileng ka thoko bakeng sa mathata?,,[IN:balance ]
banking,balance,O kenya tjhelete ha kae bankeng ya Capitec ka kgwedi,35:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Capitec] ]
banking,balance,O rekile lebese ka bokae?,9:15:SL:DISH_OR_FOOD,[IN:balance [SL:DISH_OR_FOOD lebese] ]
banking,balance,O ntsha tjhelete ha kae ka beke bankeng ya ABSA?,43:47:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ABSA] ]
banking,balance,Na o na le tjhelete ya ho reka setampo le tswekere ka akhaontong ya ABSA?,"31:38:SL:SHOPPING_ITEM,42:50:SL:SHOPPING_ITEM,68:72:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM setampo] [SL:SHOPPING_ITEM tswekere] [SL:BANK_NAME ABSA] ]
banking,balance,Na ho na le tjhelete e lekaneng ka bankeng bakeng sa ho reka dikausu,61:68:SL:SHOPPING_ITEM,[IN:balance [SL:SHOPPING_ITEM dikausu] ]
banking,balance,"O na le diakhaonto di fe tsa banka pakeng tsa FNB, Capitec le Nedbank?","46:49:SL:BANK_NAME,51:58:SL:BANK_NAME,62:69:SL:BANK_NAME",[IN:balance [SL:BANK_NAME FNB] [SL:BANK_NAME Capitec] [SL:BANK_NAME Nedbank] ]
banking,balance,"akhaonto tsa hao tsa FNB, Capitec le Nedbank?","21:24:SL:BANK_NAME,26:33:SL:BANK_NAME,37:44:SL:BANK_NAME",[IN:balance [SL:BANK_NAME FNB] [SL:BANK_NAME Capitec] [SL:BANK_NAME Nedbank] ]
banking,balance,Sheba tjhelete e ka ho Nedbank pele o reka?,23:30:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nedbank] ]
banking,balance,Tsela tsa ho thibela botsotsi akhaonto ya FNB ke dife?,42:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FNB] ]
banking,balance,Ke bokae tjhelete e o kgonang ho entsha ka letsatsi bakeng ya Nedbank?,62:69:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nedbank] ]
banking,balance,Na o kgona ho eketsa tjhelete e o ka e ntshang ka letsatsi ka selefounu bankeng ya Capitec?,83:90:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Capitec] ]
banking,balance,Ho na le bokae ka ho Capitec?,21:28:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Capitec] ]
banking,balance,Ha o kenya R500 ka akhaontong ya FNB ho sala bokae?,"11:15:SL:MONEY,33:36:SL:BANK_NAME",[IN:balance [SL:MONEY R500] [SL:BANK_NAME FNB] ]
banking,balance,Sheba hore tjhelete e kene na ka ho Discovery bank le hore ke bokae ha e felletse,36:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Discovery] ]
banking,balance,Ho na le bokae ka akhaontong ya Tyme Bank? ,32:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Tyme Bank] ]
banking,balance,Karete ya Capitec e na le bokae?,10:17:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Capitec] ]
banking,balance,"Ha ke ntsha R1000 bankeng, ho sa la bokae? ",12:17:SL:MONEY,[IN:balance [SL:MONEY R1000] ]
banking,balance,"Ha o romela R50 ka selefounu, ho sala bokae ka akhaontong ya Standard Bank?","12:15:SL:MONEY,61:74:SL:BANK_NAME",[IN:balance [SL:MONEY R50] [SL:BANK_NAME Standard Bank] ]
banking,balance,Tjhelete e ka akhaontong ya ho boloka ke bokae kaofela?,,[IN:balance ]
banking,balance,Tjhelete e setseng ka ho Nedbank e ka kgona ho reka raese le nama?,"25:32:SL:BANK_NAME,52:65:SL:DISH_OR_FOOD",[IN:balance [SL:BANK_NAME Nedbank] [SL:DISH_OR_FOOD raese le nama] ]
banking,balance,Ho na le bokae ka kareteng ya FNB?,30:33:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FNB] ]
banking,balance,Ho setse bokae sekolotong sa lebenkele la Game?,,[IN:balance ]
banking,balance,Ke na le bokae ka kareteng ya ABSA?,30:34:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ABSA] ]
banking,balance,Ho na le bokae ka akhaontong ya Nedbank le ya ABSA,"32:39:SL:BANK_NAME,46:50:SL:BANK_NAME",[IN:balance [SL:BANK_NAME Nedbank] [SL:BANK_NAME ABSA] ]
banking,balance,Tjhelete e setseng ka akhaontong ya Tyme Bank e ka reka bethe?,36:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Tyme Bank] ]
banking,balance,Tjhelete e bankeng ya ABSA ke bokae ,22:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ABSA] ]
banking,balance,Ho setse bokae bankeng ya FNB ,26:29:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FNB] ]
banking,balance,Tjhelete e ka akhaontong ya Standard Bank e setseng ke bokae?,28:41:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Standard Bank] ]
banking,balance,Tjhelete e setseng ka bankeng ya FNB ke bokae?,33:36:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FNB] ]
banking,balance,Ntsha tjhelete e setseng ka  Capitec o e kenye ka ho ABSA,"29:36:SL:BANK_NAME,53:57:SL:BANK_NAME",[IN:balance [SL:BANK_NAME Capitec] [SL:BANK_NAME ABSA] ]
