domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,How much money is left in my pockets at Cabs?,20:24:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Cabs] ],BANK_NAME: Cabs,sna
banking,balance,My Nedbank wallets all together held how much money?,21:28:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,sna
banking,balance,Until yesterday all my pockets in Ecobank had money,"10:16:SL:DATE,35:42:SL:BANK_NAME",[IN:balance [SL:DATE nezuro] [SL:BANK_NAME Ecobank] ],DATE: nezuro $$ BANK_NAME: Ecobank,sna
banking,balance,In my Women's Bank wallet there is money,24:36:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Women's Bank] ],BANK_NAME: Women's Bank,sna
banking,balance,How much money is left in my wallet?,,[IN:balance ],,sna
banking,balance,How much money is left in my Agribank account at present?,44:52:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Agribank] ],BANK_NAME: Agribank,sna
banking,balance,Do you have enough money in my FBC pocket to buy a rabbit leather belt?,"28:31:SL:BANK_NAME,49:71:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME FBC] [SL:SHOPPING_ITEM bhandi reganda regarwe] ],BANK_NAME: FBC $$ SHOPPING_ITEM: bhandi reganda regarwe,sna
banking,balance,Do I have enough money in my Steward Bank account to buy my wife this grandma?,"29:41:SL:BANK_NAME,77:81:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Steward Bank] [SL:SHOPPING_ITEM gogo] ],BANK_NAME: Steward Bank $$ SHOPPING_ITEM: gogo,sna
banking,balance,Do I have enough money to buy a Grorgette dress from my Agribank account?,"28:45:SL:SHOPPING_ITEM,62:70:SL:BANK_NAME",[IN:balance [SL:SHOPPING_ITEM rokwe reGrorgette] [SL:BANK_NAME Agribank] ],SHOPPING_ITEM: rokwe reGrorgette $$ BANK_NAME: Agribank,sna
banking,balance,"I want to buy this Louis Vuitton suit, check my Royal Kingdom purse if it has enough money","19:42:SL:SHOPPING_ITEM,72:85:SL:PAYMENT_COMPANY",[IN:balance [SL:SHOPPING_ITEM sutu iyi yeLuis Vuitton] [SL:PAYMENT_COMPANY Royal Kingdom] ],SHOPPING_ITEM: sutu iyi yeLuis Vuitton $$ PAYMENT_COMPANY: Royal Kingdom,sna
banking,balance,Look in my Ecobank wallet and see if you have enough money to buy five loaves of bread.,"21:28:SL:BANK_NAME,69:76:SL:DISH_OR_FOOD,77:85:SL:NUMBER",[IN:balance [SL:BANK_NAME Ecobank] [SL:DISH_OR_FOOD zvingwa] [SL:NUMBER zvishanu] ],BANK_NAME: Ecobank $$ DISH_OR_FOOD: zvingwa $$ NUMBER: zvishanu,sna
banking,balance,Can you tell me how much money my Mastercard has in it?,39:49:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Mastercard] ],PAYMENT_COMPANY: Mastercard,sna
banking,balance,Tell me how my InnBucks wallet is doing,37:45:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY InnBucks] ],PAYMENT_COMPANY: InnBucks,sna
banking,balance,Can you tell me how much money I have left in my FBC bank account?,75:78:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FBC] ],BANK_NAME: FBC,sna
banking,balance,Tell me how much money you have in my bank account,,[IN:balance ],,sna
banking,balance,How much money do I have in my CBZ bank wallets?,43:46:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ],BANK_NAME: CBZ,sna
banking,balance,How much money is in my bank account?,,[IN:balance ],,sna
banking,balance,How much money and jewelry do I have in my wallet?,,[IN:balance ],,sna
banking,balance,My wallets are all filled with money,,[IN:balance ],,sna
banking,balance,How much money do I have in my bank accounts?,,[IN:balance ],,sna
banking,balance,How much money is in my checking account?,,[IN:balance ],,sna
banking,balance,How much money do I have in my purse and wallet?,14:53:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE chikwama changu chekubhadhara nekutenga] ],ACCOUNT_TYPE: chikwama changu chekubhadhara nekutenga,sna
banking,balance,How much money is in my purse?,2:22:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yepfimbi] ],ACCOUNT_TYPE: homwe yangu yepfimbi,sna
banking,balance,How much money is in the funeral bag?,2:16:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE gwama repfimbi] ],ACCOUNT_TYPE: gwama repfimbi,sna
banking,balance,What money is in my Stanbic shopping bag?,41:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Stanbic] ],BANK_NAME: Stanbic,sna
banking,balance,All in my phone bags is calculated in money.,,[IN:balance ],,sna
banking,balance,How much is my Ecocash wallet holding now?,"11:31:SL:ACCOUNT_TYPE,34:41:SL:PAYMENT_COMPANY",[IN:balance [SL:ACCOUNT_TYPE homwe yangu yepfimbi] [SL:PAYMENT_COMPANY Ecocash] ],ACCOUNT_TYPE: homwe yangu yepfimbi $$ PAYMENT_COMPANY: Ecocash,sna
banking,balance,How much is all the money in the bank?,,[IN:balance ],,sna
banking,balance,How is my CBZ checking account,39:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CBZ] ],BANK_NAME: CBZ,sna
banking,balance,Can you tell me how much money is in my savings account?,,[IN:balance ],,sna
banking,balance,What is the total amount of money in a bank account?,,[IN:balance ],,sna
banking,balance,How much money is in my pocket for the loan I was given for using my house as a clothing store.,13:37:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE homwe yangu yechikwereti] ],ACCOUNT_TYPE: homwe yangu yechikwereti,sna
banking,balance,Please check my wallet my bank card,38:48:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY mastercard] ],PAYMENT_COMPANY: mastercard,sna
banking,balance,"Tell me, how much money is in my purse?",,[IN:balance ],,sna
