domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,Let me see the amount of money in my Citibank Senegal account.,"26:34:SL:BANK_NAME,35:42:SL:COUNTRY",[IN:balance [SL:BANK_NAME Citibank] [SL:COUNTRY Senegal] ],BANK_NAME: Citibank $$ COUNTRY: Senegal,twi
banking,balance,Let me see the amount of money in my Zenith Bank Ghana account.,"26:32:SL:BANK_NAME,38:43:SL:COUNTRY",[IN:balance [SL:BANK_NAME Zenith] [SL:COUNTRY Ghana] ],BANK_NAME: Zenith $$ COUNTRY: Ghana,twi
banking,balance,I want to know the balance of my expressPay account.,37:47:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY expressPay] ],PAYMENT_COMPANY: expressPay,twi
banking,balance,I want to know the status of my Republic Bank account.,37:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Republic] ],BANK_NAME: Republic,twi
banking,balance,How much money is in my GhanaPay Agent account right now?,"25:33:SL:PAYMENT_COMPANY,54:60:SL:TIME",[IN:balance [SL:PAYMENT_COMPANY GhanaPay] [SL:TIME seesei] ],PAYMENT_COMPANY: GhanaPay $$ TIME: seesei,twi
banking,balance,How much money is currently in my myghpay account?,"0:9:SL:TIME,35:42:SL:PAYMENT_COMPANY",[IN:balance [SL:TIME Mprempren] [SL:PAYMENT_COMPANY myghpay] ],TIME: Mprempren $$ PAYMENT_COMPANY: myghpay,twi
banking,balance,Can I use the money left in my MTN wallet to buy my GoTV+ subscription?,"30:40:SL:PAYMENT_COMPANY,54:69:SL:BILL_TYPE",[IN:balance [SL:PAYMENT_COMPANY MTN kotoku] [SL:BILL_TYPE GoTV+ nhyehyԑeԑ] ],PAYMENT_COMPANY: MTN kotoku $$ BILL_TYPE: GoTV+ nhyehyԑeԑ,twi
banking,balance,Is there any money in my CalBank account that I can use to buy my Netflix subscription?,"17:24:SL:BANK_NAME,62:79:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME CalBank] [SL:BILL_TYPE Netflix nhyehyԑeԑ] ],BANK_NAME: CalBank $$ BILL_TYPE: Netflix nhyehyԑeԑ,twi
banking,balance,Is there any money in my CalBank Account that I can use to buy my DSTV+ subscription?,"17:24:SL:BANK_NAME,62:77:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME CalBank] [SL:BILL_TYPE DSTV+ nhyehyԑeԑ] ],BANK_NAME: CalBank $$ BILL_TYPE: DSTV+ nhyehyԑeԑ,twi
banking,balance,I want to check my PayPal account so I can buy the Rolls-Royce.,35:41:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY PayPal] ],PAYMENT_COMPANY: PayPal,twi
banking,balance,I want to check my money in the Stanbic Bank so that I can buy the Jordan shoes.,"35:42:SL:BANK_NAME,86:99:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME Stanbic] [SL:SHOPPING_ITEM Jordan mpaboa] ],BANK_NAME: Stanbic $$ SHOPPING_ITEM: Jordan mpaboa,twi
banking,balance,How much money will I have in my PayPal account?,23:29:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY PayPal] ],PAYMENT_COMPANY: PayPal,twi
banking,balance,Can you lend me the money I have in my Société Générale account?,32:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Société Générale] ],BANK_NAME: Société Générale,twi
banking,balance,Can you tell me how much money is in my Prudential Bank account?,38:48:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Prudential] ],BANK_NAME: Prudential,twi
banking,balance,How much money do I have in my FBN account?,23:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME FBN] ],BANK_NAME: FBN,twi
banking,balance,How much money is in my ABSA account?,25:29:SL:BANK_NAME,[IN:balance [SL:BANK_NAME ABSA] ],BANK_NAME: ABSA,twi
banking,balance,Can you tell me about the money in my bank account?,,[IN:balance ],,twi
banking,balance,Can you tell me how much money I have in my bank account?,,[IN:balance ],,twi
banking,balance,How much money is in my bank account?,,[IN:balance ],,twi
banking,balance,How much money is in my MTN account?,,[IN:balance ],,twi
banking,balance,Do you know how much money I have in my PayPal account?,36:42:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY PayPal] ],PAYMENT_COMPANY: PayPal,twi
banking,balance,How much money do I have in my Telecel wallet?,24:39:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY Telecel kotokuo] ],PAYMENT_COMPANY: Telecel kotokuo,twi
banking,balance,Do you know how much money I have in my CalBank account?,27:34:SL:BANK_NAME,[IN:balance [SL:BANK_NAME CalBank] ],BANK_NAME: CalBank,twi
