intent,text,domain,spans,logical_form,split
alarm,wake me up at noon tomorrow,clinc,,[SL: alarm],train
alarm,set my alarm for getting up,clinc,,[SL: alarm],train
alarm,make sure my alarm is set for three thirty in the morning,clinc,,[SL: alarm],train
alarm,please set an alarm for mid day,clinc,,[SL: alarm],train
alarm,have an alarm set for three in the morning,clinc,,[SL: alarm],train
alarm,you need to set alarm for me,clinc,,[SL: alarm],train
alarm,i need you to set alarm for me,clinc,,[SL: alarm],train
alarm,set the alarm for me,clinc,,[SL: alarm],train
alarm,can you set alarm for me,clinc,,[SL: alarm],train
alarm,please set alarm for me,clinc,,[SL: alarm],train
balance,savings account balance at chase bank please,clinc,,[SL: balance],train
balance,check chase bank for my checking balance,clinc,,[SL: balance],train
balance,what is my checking account balance at chase,clinc,,[SL: balance],train
balance,i want my checking balance at chase,clinc,,[SL: balance],train
balance,what's my savings balance at chase,clinc,,[SL: balance],train
balance,do i have enough money in my chime bank account to take ashley to the movies tuesday,clinc,,[SL: balance],train
balance,check my visa account and see if i have enough money for dinner tonight,clinc,,[SL: balance],train
balance,is tehre enough in my bluebird account for groceries this week,clinc,,[SL: balance],train
balance,do i have enough in my sears account to buy a new dishwasher,clinc,,[SL: balance],train
balance,is there enough money in my discover account for a new pair of jeans,clinc,,[SL: balance],train
bill_balance,the bill for water and electricity is how much,clinc,,[SL: bill_balance],train
bill_balance,what's my bill for water and electricity,clinc,,[SL: bill_balance],train
bill_balance,"for my water and electricity, how much is the bill",clinc,,[SL: bill_balance],train
bill_balance,how much is the bill for my water and electricity,clinc,,[SL: bill_balance],train
bill_balance,my water and electricity bill is how much,clinc,,[SL: bill_balance],train
bill_balance,what is the total amount that i owe to sony and verizon,clinc,,[SL: bill_balance],train
bill_balance,please tell me how much i owe sprint and how much i owe hsn,clinc,,[SL: bill_balance],train
bill_balance,tell me how much my verizon and comcast bill come to together,clinc,,[SL: bill_balance],train
bill_balance,how much in total do i need to pay cox and at&t,clinc,,[SL: bill_balance],train
bill_balance,please let me know how much my bills for comcast and sprint total,clinc,,[SL: bill_balance],train
book_flight,what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,clinc,,[SL: book_flight],train
book_flight,"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",clinc,,[SL: book_flight],train
book_flight,what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,clinc,,[SL: book_flight],train
book_flight,what airlines have flights round trip on april 1st to april 7th from lax to sfo,clinc,,[SL: book_flight],train
book_flight,find me round trip flights out of lax to sfox,clinc,,[SL: book_flight],train
book_flight,find me a flight from tijuana to guadalajara on volaris,clinc,,[SL: book_flight],train
book_flight,i need a flight to be booked from san diego to boston through frontier,clinc,,[SL: book_flight],train
book_flight,i want a flight booked from new york to san francisco with continental,clinc,,[SL: book_flight],train
book_flight,get me a flight booked from houston to phoenix with american airlines,clinc,,[SL: book_flight],train
book_flight,i want to fly southwest from dallas to phoenix,clinc,,[SL: book_flight],train
book_hotel,i need a bed in brownsburg near walmart from apil 4th until the 5th,clinc,,[SL: book_hotel],train
book_hotel,i need a room in indianapolis near the track from may 2nd through the 5th,clinc,,[SL: book_hotel],train
book_hotel,i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,clinc,,[SL: book_hotel],train
book_hotel,need a place to crash in elizabeth near the refinery from june 4th until the 9th,clinc,,[SL: book_hotel],train
book_hotel,i need a place to stay in newark near a bodega from may 2nd through the 4th,clinc,,[SL: book_hotel],train
book_hotel,i want to book a hotel room for 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,is there a room big enough for 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,is it possible to book 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
calendar_update,add my dentist appointment to the calendar,clinc,,[SL: calendar_update],train
calendar_update,add a vet appointment for 5 pm on saturday,clinc,,[SL: calendar_update],train
calendar_update,i need to edit this event out of my calendar,clinc,,[SL: calendar_update],train
calendar_update,please remove an event from this calendar,clinc,,[SL: calendar_update],train
calendar_update,i no longer want this event in my calendar,clinc,,[SL: calendar_update],train
calendar_update,delete that event from calendar,clinc,,[SL: calendar_update],train
calendar_update,make sure to add to my calendar the staff meeting for march 1 at 10 am,clinc,,[SL: calendar_update],train
calendar_update,add staff meeting to my calendar for march 1 at 10:00 in the morning,clinc,,[SL: calendar_update],train
calendar_update,i want you to add staff meeting to my calendar for march 1 at 10:00 am,clinc,,[SL: calendar_update],train
calendar_update,"please add to my calendar for the staff meeting that is scheduled on march 1, 2019 at 10 am",clinc,,[SL: calendar_update],train
cancel_reservation,remove my reservation at outback for timmy,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel the reservation for kyle's party at red lobster,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my party reservation for brad at longhorn,clinc,,[SL: cancel_reservation],train
cancel_reservation,get rid of my reservation at chez francois for jennifer,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel the reservation at olive garden for tommy,clinc,,[SL: cancel_reservation],train
cancel_reservation,you can cancel my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,my reservation is no longer needed,clinc,,[SL: cancel_reservation],train
cancel_reservation,tell the restaurant i cannot make it,clinc,,[SL: cancel_reservation],train
cancel_reservation,there is no need to confirm my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,would you please cancel the reservations for dinner,clinc,,[SL: cancel_reservation],train
car_rental,i want to reserve a convertible from july 2nd through july 18th for los angeles,clinc,,[SL: car_rental],train
car_rental,i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,clinc,,[SL: car_rental],train
car_rental,"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",clinc,,[SL: car_rental],train
car_rental,i'd like to reserve a high-end car that seats 5 comfortably for april 12th through 18th for st louis missouri,clinc,,[SL: car_rental],train
car_rental,"i need a van that seats 8 or more for new york city, august 12th, 13th, and 14th",clinc,,[SL: car_rental],train
car_rental,a rental car needs to be booked in nashville,clinc,,[SL: car_rental],train
car_rental,book me a car rental in nashville,clinc,,[SL: car_rental],train
car_rental,please help me book a rental car for nashville,clinc,,[SL: car_rental],train
car_rental,i need you to get me a rental car in nashville,clinc,,[SL: car_rental],train
car_rental,"in nashville, i need a rental car booked",clinc,,[SL: car_rental],train
confirm_reservation,verify that i have reservations at chilis for john doe,clinc,,[SL: confirm_reservation],train
confirm_reservation,can you check my reservations for mortons under david winters,clinc,,[SL: confirm_reservation],train
confirm_reservation,can you check for reservations at wongs chinese for john acer,clinc,,[SL: confirm_reservation],train
confirm_reservation,check and confirm reservations at ruth chris for carol lee,clinc,,[SL: confirm_reservation],train
confirm_reservation,verify that my reservations at won wons for joe lee are good,clinc,,[SL: confirm_reservation],train
confirm_reservation,check on my reservation for umami at 6pm,clinc,,[SL: confirm_reservation],train
confirm_reservation,"confirm a reservation for nicole brown at diangelo's at 6:45 pm, please",clinc,,[SL: confirm_reservation],train
confirm_reservation,i need you to confirm that there is a reservation under the name david kramer for 7:00 pm at pietro's,clinc,,[SL: confirm_reservation],train
confirm_reservation,"i would like to confirm my 7:30 pm reservation at morton's steakhouse, under michael james",clinc,,[SL: confirm_reservation],train
confirm_reservation,can you please confirm that i have a 6:00 pm table reserved under michelle solomon at devon's,clinc,,[SL: confirm_reservation],train
cook_time,how long will the turkey take to cook,clinc,,[SL: cook_time],train
cook_time,so how long do you think the chicken will take,clinc,,[SL: cook_time],train
cook_time,how long does pizza take to cook,clinc,,[SL: cook_time],train
cook_time,how long is the chicken gonna take,clinc,,[SL: cook_time],train
cook_time,how long will the chicken take to cook,clinc,,[SL: cook_time],train
cook_time,how long does it take to cook roast beef,clinc,,[SL: cook_time],train
cook_time,how long does it take to boil an egg,clinc,,[SL: cook_time],train
cook_time,how long does it take to bake a pork loin,clinc,,[SL: cook_time],train
cook_time,how long does it take to make roast chicken,clinc,,[SL: cook_time],train
cook_time,how long does it take to cook a pork chop,clinc,,[SL: cook_time],train
exchange_rate,how many pesos can i get for one dollar,clinc,,[SL: exchange_rate],train
exchange_rate,what is the current going rate for exchanging dollars for pesos,clinc,,[SL: exchange_rate],train
exchange_rate,tell me the exchange rate between dollars and pesos,clinc,,[SL: exchange_rate],train
exchange_rate,let me know what the exchange rate between dollars and pesos is,clinc,,[SL: exchange_rate],train
exchange_rate,what's the exchange rate between dollars and pesos,clinc,,[SL: exchange_rate],train
exchange_rate,whats dollars won in 15,clinc,,[SL: exchange_rate],train
exchange_rate,what's dollars yen in 10,clinc,,[SL: exchange_rate],train
exchange_rate,whats pesos australian dollars in 20,clinc,,[SL: exchange_rate],train
exchange_rate,whats rupees dollars in 30,clinc,,[SL: exchange_rate],train
exchange_rate,whats euros kroner in 25,clinc,,[SL: exchange_rate],train
food_last,jello should stay in the fridge for how long,clinc,,[SL: food_last],train
food_last,when will my milk be no good,clinc,,[SL: food_last],train
food_last,when will my eggs go bad,clinc,,[SL: food_last],train
food_last,how long will my eggs be good for,clinc,,[SL: food_last],train
food_last,what date does my apple juice expire,clinc,,[SL: food_last],train
food_last,how long until my cereal is ruined,clinc,,[SL: food_last],train
food_last,what's the max time i can leave a green pepper in the fridge,clinc,,[SL: food_last],train
food_last,what's the time frame for hamburger stored in the freezer to go bad,clinc,,[SL: food_last],train
food_last,how long can i keep deer meat in the freezer before it's unedible,clinc,,[SL: food_last],train
food_last,has the leftover hamburger from last saturday gone bad,clinc,,[SL: food_last],train
freeze_account,can you block my chase account right away please,clinc,,[SL: freeze_account],train
freeze_account,i want my chase account blocked immediately,clinc,,[SL: freeze_account],train
freeze_account,i need you to block my chase account immediately,clinc,,[SL: freeze_account],train
freeze_account,can you put a block on my chase account right away,clinc,,[SL: freeze_account],train
freeze_account,please block my chase account right away,clinc,,[SL: freeze_account],train
freeze_account,what do i do to freeze my account,clinc,,[SL: freeze_account],train
freeze_account,place a hold on my bank account,clinc,,[SL: freeze_account],train
freeze_account,how can i stop transactions on my account,clinc,,[SL: freeze_account],train
freeze_account,freeze my account immediately,clinc,,[SL: freeze_account],train
freeze_account,block my monkey market right now,clinc,,[SL: freeze_account],train
ingredients_list,what do you put in chicken noodle casserole,clinc,,[SL: ingredients_list],train
ingredients_list,what goes into chicken noodle casserole,clinc,,[SL: ingredients_list],train
ingredients_list,what do i need to make chicken noodle casserole,clinc,,[SL: ingredients_list],train
ingredients_list,how do you make chicken noodle casserole,clinc,,[SL: ingredients_list],train
ingredients_list,chicken noodle casserole is made from what,clinc,,[SL: ingredients_list],train
ingredients_list,tell me what ingredients i will need to make this meal,clinc,,[SL: ingredients_list],train
ingredients_list,what are the ingredients of spaghetti,clinc,,[SL: ingredients_list],train
ingredients_list,what ingredients are present in marshmallows,clinc,,[SL: ingredients_list],train
ingredients_list,tell me the ingredients in pizza,clinc,,[SL: ingredients_list],train
ingredients_list,what ingredients are found in hunan chicken,clinc,,[SL: ingredients_list],train
interest_rate,i want to know my interest rate,clinc,,[SL: interest_rate],train
interest_rate,tell me my interest rate,clinc,,[SL: interest_rate],train
interest_rate,what interest rate am i paying,clinc,,[SL: interest_rate],train
interest_rate,my interest rate please,clinc,,[SL: interest_rate],train
interest_rate,how do i know the interest rate for my signature account,clinc,,[SL: interest_rate],train
interest_rate,how can i figure out my interest rate for my umpqua account,clinc,,[SL: interest_rate],train
interest_rate,how can i find my interest rate for my alliance account,clinc,,[SL: interest_rate],train
interest_rate,how can i figure out the interest rate for my columbia account,clinc,,[SL: interest_rate],train
interest_rate,how can i find the interest rate for my red river account,clinc,,[SL: interest_rate],train
interest_rate,what is the rate of interest on my savings account,clinc,,[SL: interest_rate],train
international_visa,"to visit cambodia, do i need an international visa",clinc,,[SL: international_visa],train
international_visa,do i need to get a visa to visit canada,clinc,,[SL: international_visa],train
international_visa,will i need a visa to visit ireland,clinc,,[SL: international_visa],train
international_visa,will i need a travel visa to go to canary islands,clinc,,[SL: international_visa],train
international_visa,i want to visit portugal do i need a travel visa,clinc,,[SL: international_visa],train
international_visa,i want to see paris will i need an international visa,clinc,,[SL: international_visa],train
international_visa,"for travel to argentina, do i need to get a travel visa",clinc,,[SL: international_visa],train
international_visa,will i have to apply for a visa if i want to visit mexico,clinc,,[SL: international_visa],train
international_visa,to vacation to tel aviv do i need a travel visa,clinc,,[SL: international_visa],train
international_visa,do i need to obtain a travel visa to go on vacation to places in eastern europe,clinc,,[SL: international_visa],train
make_call,place a phone call to yiming,clinc,,[SL: make_call],train
make_call,phone lobby,clinc,,[SL: make_call],train
make_call,can you call dominos pizza,clinc,,[SL: make_call],train
make_call,can you redial the last number dialed,clinc,,[SL: make_call],train
make_call,call 911,clinc,,[SL: make_call],train
make_call,can you call a taxi,clinc,,[SL: make_call],train
make_call,can you call mom,clinc,,[SL: make_call],train
make_call,call work,clinc,,[SL: make_call],train
make_call,call justin,clinc,,[SL: make_call],train
make_call,call home,clinc,,[SL: make_call],train
meal_suggestion,can you give me a french dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from laos to me, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a vietnamese meal suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,suggest a meal from burma to me,clinc,,[SL: meal_suggestion],train
meal_suggestion,can you give me a vietnamese dinner suggestion,clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from thailand to me, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a thai meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a vietnamese meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"can you give me a burmese meal suggestion, please",clinc,,[SL: meal_suggestion],train
meal_suggestion,"suggest a meal from burma to me, please",clinc,,[SL: meal_suggestion],train
min_payment,what's the minimum i owe on the car payment,clinc,,[SL: min_payment],train
min_payment,what's the least amount i need to pay on the electric bill,clinc,,[SL: min_payment],train
min_payment,what's the smallest amount i can pay on the water bill,clinc,,[SL: min_payment],train
min_payment,what's the minimum amount for my electric bill,clinc,,[SL: min_payment],train
min_payment,what's the least i can pay on the medical payments for february,clinc,,[SL: min_payment],train
min_payment,how much can i get away with paying for my college loan,clinc,,[SL: min_payment],train
min_payment,what's the minimum required payment on my visa card,clinc,,[SL: min_payment],train
min_payment,i want to know my bill's minimum payment,clinc,,[SL: min_payment],train
min_payment,what is my bill's minimum payment,clinc,,[SL: min_payment],train
min_payment,minimum payment of my bill please,clinc,,[SL: min_payment],train
pay_bill,"i want to pay my bill, please",clinc,,[SL: pay_bill],train
pay_bill,pay my water bill with my charles schwab account,clinc,,[SL: pay_bill],train
pay_bill,i'd like to pay my bill,clinc,,[SL: pay_bill],train
pay_bill,pay my internet bill with my discover account,clinc,,[SL: pay_bill],train
pay_bill,can you help me pay a bill,clinc,,[SL: pay_bill],train
pay_bill,i need to pay my bill,clinc,,[SL: pay_bill],train
pay_bill,can i pay a bill,clinc,,[SL: pay_bill],train
pay_bill,use my capital one account to pay for my gas bill,clinc,,[SL: pay_bill],train
pay_bill,pay my electric bill from my amex account,clinc,,[SL: pay_bill],train
pay_bill,i want to pay my house bill,clinc,,[SL: pay_bill],train
pin_change,how do i change my pin for number for my abc bank account,clinc,,[SL: pin_change],train
pin_change,what do i need to do to change my abc bank account pin number,clinc,,[SL: pin_change],train
pin_change,i have no idea what the pin is for my checking account,clinc,,[SL: pin_change],train
pin_change,i cannot recall the pin for my savings account,clinc,,[SL: pin_change],train
pin_change,i forgot the pin number for my college fund account,clinc,,[SL: pin_change],train
pin_change,set up a new pin number on my college fund account and make it be 1234,clinc,,[SL: pin_change],train
pin_change,i want 1234 to be the new pin number for my joint account,clinc,,[SL: pin_change],train
pin_change,please change my checking account pin to 1234,clinc,,[SL: pin_change],train
pin_change,i need to set up a new pin number for my college fund account,clinc,,[SL: pin_change],train
pin_change,i want my savings account pin to be 1234 from now on,clinc,,[SL: pin_change],train
play_music,can i get some music by three six mafia in here,clinc,,[SL: play_music],train
play_music,what does x’s music sound like,clinc,,[SL: play_music],train
play_music,may i hear some music by fleet foxes,clinc,,[SL: play_music],train
play_music,can i hear some music by cloud control,clinc,,[SL: play_music],train
play_music,can x’s music be played,clinc,,[SL: play_music],train
play_music,play some music for me,clinc,,[SL: play_music],train
play_music,i'd like to hear my workout playlist,clinc,,[SL: play_music],train
play_music,put on my jam session playlist please,clinc,,[SL: play_music],train
play_music,can i hear my smooth jazz playlist,clinc,,[SL: play_music],train
play_music,play a song for me,clinc,,[SL: play_music],train
plug_type,do i need a socket converter if i'm going to mexico,clinc,,[SL: plug_type],train
plug_type,does england have a different plug type and if so what is it,clinc,,[SL: plug_type],train
plug_type,is there a conversion plug if you travel to australia,clinc,,[SL: plug_type],train
plug_type,what kind of plug type do they use in russia,clinc,,[SL: plug_type],train
plug_type,what type of plug do i need to bring if i visit japan,clinc,,[SL: plug_type],train
plug_type,what type of plug do they use in mexico,clinc,,[SL: plug_type],train
plug_type,"when you go to germany, do you need a special converter for your plugs",clinc,,[SL: plug_type],train
plug_type,do visitors to japan need to use a socket converter,clinc,,[SL: plug_type],train
plug_type,do you need a special outlet converter in sweden,clinc,,[SL: plug_type],train
plug_type,do i need a power adapter in mexico,clinc,,[SL: plug_type],train
recipe,whats the best way to roast a chicken,clinc,,[SL: recipe],train
recipe,how do i make pie crust,clinc,,[SL: recipe],train
recipe,find a recipe for german chocolate cake,clinc,,[SL: recipe],train
recipe,how do i fry pork chops,clinc,,[SL: recipe],train
recipe,how do i cook boiled eggs,clinc,,[SL: recipe],train
recipe,"find a chow mein recipe for me, please",clinc,,[SL: recipe],train
recipe,do you know how to make chow mein,clinc,,[SL: recipe],train
recipe,can you find a recipe on how to make chow mein,clinc,,[SL: recipe],train
recipe,tell me how to make chow mein,clinc,,[SL: recipe],train
recipe,i would like you to help me find a chow mein recipe,clinc,,[SL: recipe],train
restaurant_reservation,"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"hey computer, make a reservation for 2 for my parents at red lobster on wednseday next, 2:00pm if possible",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"i think we should reserve dad's regular table friday for 6 people, use his name, make that close to 4:00 pm at the club",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,"listen i need to get a reservation for , me and teresa at georgetown cafe on tuesday at 7:00 pm",clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make me a reservation for 4 pm on the 22nd at ruth's,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,i need a reservation at 8 on the 22nd of november at ruth's,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can i make a reservation for 6 pm on the 21st at sidetracks,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,please reserve me a table at hell's kitchen on may 3rd at 8 pm,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,please reserve me a table for 2 pm at maxwell's on the 14th,clinc,,[SL: restaurant_reservation],train
restaurant_reservation,can you make a reservation for me at the restaurant,clinc,,[SL: restaurant_reservation],train
restaurant_reviews,do people like the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,are the donuts at tgi well reviewed,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,how are the donuts reviews at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,what are the comments on the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,are people recommending the donuts at tgi,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does pizza hut have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does have good reviews have great reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,does red robin have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_reviews,so does outback steakhouse have good reviews,clinc,,[SL: restaurant_reviews],train
restaurant_suggestion,can you suggest a restaurant for me to eat tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,tell me where to go since i want to eat out tonight,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i'm craving for italian food, where should i go",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"suggest a restaurant for me to eat tonight, please",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,"i'm not going to cook today, can you suggest a restaurant",clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what restaurants are pet friendly near here,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what are the best restaurants,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,what decent restaurants around here are italian,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,do you know any good restaurants good for kids,clinc,,[SL: restaurant_suggestion],train
restaurant_suggestion,any good pizza restaurants around here,clinc,,[SL: restaurant_suggestion],train
share_location,tell lydia and laura where i am located,clinc,,[SL: share_location],train
share_location,share my location with brad and terry,clinc,,[SL: share_location],train
share_location,tell john and sam where i am,clinc,,[SL: share_location],train
share_location,share my location with darren and stacey,clinc,,[SL: share_location],train
share_location,let cora and nancy know were i am now,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my dad,clinc,,[SL: share_location],train
share_location,share my gps coordinates with kelly,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my brother,clinc,,[SL: share_location],train
share_location,share my gps coordinates with my mother,clinc,,[SL: share_location],train
share_location,share my gps coordinates with jim,clinc,,[SL: share_location],train
shopping_list_update,delete fries from shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,take off fries from the shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,please take away the fries from the shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,remove fries from my shopping list,clinc,,[SL: shopping_list_update],train
shopping_list_update,we no longer need fries on the shopping lisr,clinc,,[SL: shopping_list_update],train
shopping_list_update,"cross out bananas from my shopping list and put papayas on it, please",clinc,,[SL: shopping_list_update],train
shopping_list_update,i need to delete tomatoes from my shopping list and add onions instead,clinc,,[SL: shopping_list_update],train
shopping_list_update,can you add carrots to my shopping list and delete potatoes,clinc,,[SL: shopping_list_update],train
shopping_list_update,please remove ginger ale from my shopping list and add root beer,clinc,,[SL: shopping_list_update],train
shopping_list_update,"go ahead and erase cashews from my list, and add walnuts to it, please",clinc,,[SL: shopping_list_update],train
spending_history,how much did i spend at restaurants last week,clinc,,[SL: spending_history],train
spending_history,how much have i spent lately on eating out,clinc,,[SL: spending_history],train
spending_history,what did i spend at the grocery store yesterday,clinc,,[SL: spending_history],train
spending_history,how much money did i spend at starbucks in the last week,clinc,,[SL: spending_history],train
spending_history,what was the total i spent at home depot last month,clinc,,[SL: spending_history],train
spending_history,where did all my money go this month,clinc,,[SL: spending_history],train
spending_history,what have my expenditures been at macys,clinc,,[SL: spending_history],train
spending_history,how much did i spend this week,clinc,,[SL: spending_history],train
spending_history,how much did i spend on christmas gifts in december,clinc,,[SL: spending_history],train
spending_history,how much money did i spend yesterday,clinc,,[SL: spending_history],train
text,can you text elizabeth and tell them i forgot to bring drinks,clinc,,[SL: text],train
text,text wenona and tell her we will be there tomorrow,clinc,,[SL: text],train
text,text christopher and tell him i will stop by,clinc,,[SL: text],train
text,text audrey and tell her i will be there soon,clinc,,[SL: text],train
text,text christy and ask her what she wants for dinner,clinc,,[SL: text],train
text,can you text christopher and tell them im on my way,clinc,,[SL: text],train
text,text roderick and tell him im running late,clinc,,[SL: text],train
text,can you text marissa and tell them to stop calling me,clinc,,[SL: text],train
text,can you text arthur and tell them im almost there,clinc,,[SL: text],train
text,can you text kayla and tell them im running late,clinc,,[SL: text],train
time,"what time is it in punta gorda, florida",clinc,,[SL: time],train
time,"what time is it in glenwood springs, co",clinc,,[SL: time],train
time,"what time is it in fredericksburg, tx",clinc,,[SL: time],train
time,"what time is it in las vegas, nv",clinc,,[SL: time],train
time,"what time is it in houston, tx",clinc,,[SL: time],train
time,i need to know the current time in the central timezone,clinc,,[SL: time],train
time,would you tell me the current time in the eastern timezone,clinc,,[SL: time],train
time,let me know the current time in the central timezone,clinc,,[SL: time],train
time,tell me what time it is in the central timezone,clinc,,[SL: time],train
time,i am needing to know the current time in the eastern timezone,clinc,,[SL: time],train
timezone,timezone of cuba,clinc,,[SL: timezone],train
timezone,what is the time zone of france,clinc,,[SL: timezone],train
timezone,french time zone,clinc,,[SL: timezone],train
timezone,which timezone is colombia,clinc,,[SL: timezone],train
timezone,time zone in france,clinc,,[SL: timezone],train
timezone,do you know what timezone italy is in,clinc,,[SL: timezone],train
timezone,italy's timezone is what,clinc,,[SL: timezone],train
timezone,the timezone of italy is what,clinc,,[SL: timezone],train
timezone,italy is in what timezone,clinc,,[SL: timezone],train
timezone,for italy what timezone is it in,clinc,,[SL: timezone],train
transactions,before i make my mastercard payment can you tell me what i've recently charged on it,clinc,,[SL: transactions],train
transactions,please tell me all of my recent transactions,clinc,,[SL: transactions],train
transactions,i want to pay my amazon credit card but i need to know the last few transactions,clinc,,[SL: transactions],train
transactions,before i pay my walmart credit card did i make any purchases using it recently,clinc,,[SL: transactions],train
transactions,i need to know all the recent transactions i've made,clinc,,[SL: transactions],train
transactions,please tell me all the transactions i've made recently,clinc,,[SL: transactions],train
transactions,what are the last ten transactions i've made,clinc,,[SL: transactions],train
transactions,"before i pay my capital one, what are the most recent transactions i've made",clinc,,[SL: transactions],train
transactions,tell me the most recent charges on my chase credit card before i pay the bill,clinc,,[SL: transactions],train
transactions,read off to me the last five transactions i've made,clinc,,[SL: transactions],train
transfer,i need $20000 transferred from my savings to my checking,clinc,,[SL: transfer],train
transfer,complete a transaction from savings to checking of $20000,clinc,,[SL: transfer],train
transfer,transfer $20000 from my savings account to checking account,clinc,,[SL: transfer],train
transfer,take $20000 from savings and put it in checking,clinc,,[SL: transfer],train
transfer,put $20000 into my checking account from my savings account,clinc,,[SL: transfer],train
transfer,send 100 dollars between bank of the west and bank of america acccounts,clinc,,[SL: transfer],train
transfer,send 50 dollars between bank of america and chase accounts,clinc,,[SL: transfer],train
