domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,How much did the Access Bank say I had left?,15:26:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Access Bank] ],BANK_NAME: Access Bank,ibo
banking,balance,I wonder if my Ecobank account has enough money left to pay my school fees,"23:30:SL:BANK_NAME,53:65:SL:BILL_TYPE",[IN:balance [SL:BANK_NAME Ecobank] [SL:BILL_TYPE ụgwọ akwụkwọ] ],BANK_NAME: Ecobank $$ BILL_TYPE: ụgwọ akwụkwọ,ibo
banking,balance,I have no money in my Union bank account.,24:29:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Union] ],BANK_NAME: Union,ibo
banking,balance,"Send a message to Firstbank, tell them I want to see what's in my bank account.","11:20:SL:BANK_NAME,59:76:SL:ACCOUNT_TYPE",[IN:balance [SL:BANK_NAME Firstbank] [SL:ACCOUNT_TYPE akaụntụ ndebe ego] ],BANK_NAME: Firstbank $$ ACCOUNT_TYPE: akaụntụ ndebe ego,ibo
banking,balance,"I have lost my current account in Providus bank, please visit me","24:38:SL:ACCOUNT_TYPE,39:47:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME Providus] ],ACCOUNT_TYPE: kọrent akaụntụ $$ BANK_NAME: Providus,ibo
banking,balance,What did the Heritage bank say about my money left?,12:20:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Heritage] ],BANK_NAME: Heritage,ibo
banking,balance,I can find out how much money is left in my savings account of Guaranty Trust bank,"35:50:SL:ACCOUNT_TYPE,57:76:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE savings akaụntụ] [SL:BANK_NAME Guaranty Trust bank] ],ACCOUNT_TYPE: savings akaụntụ $$ BANK_NAME: Guaranty Trust bank,ibo
banking,balance,What is my total value when you add up all the money in my accounts,,[IN:balance ],,ibo
banking,balance,What's left in our tax account,,[IN:balance ],,ibo
banking,balance,Tell me what I have in my Polaris savings account.,"21:38:SL:ACCOUNT_TYPE,53:60:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE akaụntụ ndebe ego] [SL:BANK_NAME Polaris] ],ACCOUNT_TYPE: akaụntụ ndebe ego $$ BANK_NAME: Polaris,ibo
banking,balance,The money in my savings account could cover my plane ticket,14:29:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE savings akaụntụ] ],ACCOUNT_TYPE: savings akaụntụ,ibo
banking,balance,Can you let me know what's left in my account of First City Monument,52:71:SL:BANK_NAME,[IN:balance [SL:BANK_NAME First City Monument] ],BANK_NAME: First City Monument,ibo
banking,balance,What is the current balance of my UBA account,"27:41:SL:ACCOUNT_TYPE,48:51:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME UBA] ],ACCOUNT_TYPE: kọrent akaụntụ $$ BANK_NAME: UBA,ibo
banking,balance,"Can you tell me what I have left, please?",,[IN:balance ],,ibo
banking,balance,Can you please check my account balance?,,[IN:balance ],,ibo
banking,balance,Can you tell me the balance of my student account,31:50:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaụntụ nwa akwụkwọ] ],ACCOUNT_TYPE: akaụntụ nwa akwụkwọ,ibo
banking,balance,How much money do I have in my Sterling account now,30:38:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Sterling] ],BANK_NAME: Sterling,ibo
banking,balance,What is the balance of my student account as of today,20:39:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaụntụ nwa akwụkwọ] ],ACCOUNT_TYPE: akaụntụ nwa akwụkwọ,ibo
banking,balance,How much money do I have in my Union bank savings account now?,"22:37:SL:ACCOUNT_TYPE,38:43:SL:BANK_NAME",[IN:balance [SL:ACCOUNT_TYPE savings akaụntụ] [SL:BANK_NAME Union] ],ACCOUNT_TYPE: savings akaụntụ $$ BANK_NAME: Union,ibo
banking,balance,You can tell what was in my Firstbank account yesterday.,"27:41:SL:ACCOUNT_TYPE,48:57:SL:BANK_NAME,58:65:SL:DATE",[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] [SL:BANK_NAME Firstbank] [SL:DATE ụnyaahụ] ],ACCOUNT_TYPE: kọrent akaụntụ $$ BANK_NAME: Firstbank $$ DATE: ụnyaahụ,ibo
banking,balance,How much money is left in my savings account?,18:35:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaụntụ ndebe ego] ],ACCOUNT_TYPE: akaụntụ ndebe ego,ibo
banking,balance,You can tell me that my savings account is still,34:51:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE akaụntụ ndebe ego] ],ACCOUNT_TYPE: akaụntụ ndebe ego,ibo
banking,balance,See if the money in our family's bank account will cover all our plane tickets.,18:32:SL:ACCOUNT_TYPE,[IN:balance [SL:ACCOUNT_TYPE kọrent akaụntụ] ],ACCOUNT_TYPE: kọrent akaụntụ,ibo
