domain,intent,text,spans,logical_form,xtreme-up,source_language
travel,translate,"If I were a goat, how would I cry out?",3:6:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME twi] ],LANGUAGE_NAME: twi,ewe
travel,translate,You can only say that in the dark,21:24:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME twi] ],LANGUAGE_NAME: twi,ewe
travel,translate,How do you greet each other in the morning?,"21:27:SL:TIME,31:35:SL:LANGUAGE_NAME",[IN:translate [SL:TIME ŋdi me] [SL:LANGUAGE_NAME ncam] ],TIME: ŋdi me $$ LANGUAGE_NAME: ncam,ewe
travel,translate,in ncam the wind how is it called train,3:7:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ncam] ],LANGUAGE_NAME: ncam,ewe
travel,translate,greet the morning in song,19:23:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ncam] ],LANGUAGE_NAME: ncam,ewe
travel,translate,I'll be able to get a good morning in my room,22:26:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ncam] ],LANGUAGE_NAME: ncam,ewe
travel,translate,"If I were a pig, how would you say I'm a train",53:56:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME tem] ],LANGUAGE_NAME: tem,ewe
travel,translate,how can I call a train if I'm a coward,,[IN:translate ],,ewe
travel,translate,So they deliberately set a trap for me.,23:26:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME tem] ],LANGUAGE_NAME: tem,ewe
travel,translate,How lonely are the Moabites,7:11:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME moba] ],LANGUAGE_NAME: moba,ewe
travel,translate,What do I say in Hebrew? My time has not yet come.,41:49:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anufogbe] ],LANGUAGE_NAME: anufogbe,ewe
travel,translate,in tamil how do you call a horse,,[IN:translate ],,ewe
travel,translate,"I'll hear you in the morning, in the language of the night",18:26:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anufogbe] ],LANGUAGE_NAME: anufogbe,ewe
travel,translate,How can you say they walk in chains,24:30:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiyè] ],LANGUAGE_NAME: kabiyè,ewe
travel,translate,how can I say that I am in pain in my prison,30:36:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiye] ],LANGUAGE_NAME: kabiye,ewe
travel,translate,How can they all speak in a foreign language?,31:39:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME anufogbe] ],LANGUAGE_NAME: anufogbe,ewe
travel,translate,Call me at the store in case of emergency,"3:7:SL:DISH_OR_FOOD,21:27:SL:LANGUAGE_NAME",[IN:translate [SL:DISH_OR_FOOD nemi] [SL:LANGUAGE_NAME fɔ̃gbe] ],DISH_OR_FOOD: nemi $$ LANGUAGE_NAME: fɔ̃gbe,ewe
travel,translate,They are so afraid of people in public.,30:34:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME moba] ],LANGUAGE_NAME: moba,ewe
travel,translate,tell me how the kokomba call the songbook,12:21:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kokombawo] ],LANGUAGE_NAME: kokombawo,ewe
travel,translate,How do cockroaches communicate with humans,7:14:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kokomba] ],LANGUAGE_NAME: kokomba,ewe
travel,translate,They have made their plea in Soccod,25:31:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE Sokode] ],CITY_OR_PROVINCE: Sokode,ewe
travel,translate,how can they say I'm a middle-aged man,38:44:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ifɛgbe] ],LANGUAGE_NAME: ifɛgbe,ewe
travel,translate,how can they say I like it in the shower,35:41:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ikposo] ],LANGUAGE_NAME: ikposo,ewe
travel,translate,How will people in the country thank you?,29:32:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME twi] ],LANGUAGE_NAME: twi,ewe
travel,translate,Shouldn't I thank you for the kiss?,18:21:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME twi] ],LANGUAGE_NAME: twi,ewe
travel,translate,what is walking in the snow,20:23:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,how can they say good night in Igbo,34:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,what is the myth of the search for the idol,24:27:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,thank me for my help,16:19:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,put my watch in the jar,19:22:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,what is the myth i woke up in igbo,30:33:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,how do they get scared in igbo,23:26:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,what is the english translation of situ instead of blessing lena,0:6:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME eʋegbe] ],LANGUAGE_NAME: eʋegbe,ewe
travel,translate,so they're making a curse of the IGO,28:31:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,show me how to draw a nightingale in the yoga,35:38:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,I am also jealous of you,21:24:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,turn my card into an IGO,16:19:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,how can I lie in my sleep,23:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiye] ],LANGUAGE_NAME: kabiye,ewe
travel,translate,turn me into a fish,17:23:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiye] ],LANGUAGE_NAME: kabiye,ewe
travel,translate,How can you say hello to a friend?,3:9:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiye] ],LANGUAGE_NAME: kabiye,ewe
travel,translate,How can they tell the truth in a prison,23:29:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME kabiye] ],LANGUAGE_NAME: kabiye,ewe
travel,translate,how can i get a good night's sleep in igloo,34:37:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME igo] ],LANGUAGE_NAME: igo,ewe
travel,translate,How can I say I'm sorry,3:9:SL:CITY_OR_PROVINCE,[IN:translate [SL:CITY_OR_PROVINCE Sokoɖe] ],CITY_OR_PROVINCE: Sokoɖe,ewe
travel,translate,they are scared of me too,22:26:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME ncam] ],LANGUAGE_NAME: ncam,ewe
travel,translate,"And when the sun goes down, you say, 'It's going to be hot,'",3:6:SL:LANGUAGE_NAME,[IN:translate [SL:LANGUAGE_NAME twi] ],LANGUAGE_NAME: twi,ewe
