domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,balance,Is there enough Naira in my zenith bank account to buy the latest newspaper?,"15:20:SL:CURRENCY,37:43:SL:BANK_NAME,67:73:SL:SHOPPING_ITEM",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jarida] ],CURRENCY: Naira $$ BANK_NAME: zenith $$ SHOPPING_ITEM: jarida,hau
banking,balance,There is enough naira in my zenith bank account to buy a new car,"15:20:SL:CURRENCY,37:43:SL:BANK_NAME",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME zenith] ],CURRENCY: Naira $$ BANK_NAME: zenith,hau
banking,balance,There is a lot of money in the vacation fund of a pilgrim,,[IN:balance ],,hau
banking,balance,Please tell me if the money in the bank account will be enough to pay the rent?,68:78:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,Please tell me if the money in the bank account will be enough to pay the rent?,74:84:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,Tell me the total amount of money in my bank account of GT and union?,"42:44:SL:BANK_NAME,48:53:SL:BANK_NAME",[IN:balance [SL:BANK_NAME GT] [SL:BANK_NAME union] ],BANK_NAME: GT $$ BANK_NAME: union,hau
banking,balance,Tell me if the money in the bank account will be enough to pay the rent?,58:68:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,Tell me the balance in my bank account if I pay the rent,63:73:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,I want you to tell me if the money in the bank account will be enough to pay the rent?,68:78:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,I want you to tell me the balance of the money in the access bank account now,"58:64:SL:BANK_NAME,65:72:SL:TIME",[IN:balance [SL:BANK_NAME access] [SL:TIME a yanzu] ],BANK_NAME: access $$ TIME: a yanzu,hau
banking,balance,Do you know the total amount of money in my bank account?,,[IN:balance ],,hau
banking,balance,Tell me if the money in the bank account will be enough to pay the rent?,60:70:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,What is the total amount of money in my Fidelity and UBA bank accounts?,"45:53:SL:BANK_NAME,57:60:SL:BANK_NAME",[IN:balance [SL:BANK_NAME Fidelity] [SL:BANK_NAME UBA] ],BANK_NAME: Fidelity $$ BANK_NAME: UBA,hau
banking,balance,What is the total amount of money in the Taj's bank account?,"5:9:SL:PERSONAL_NAME,56:59:SL:BANK_NAME",[IN:balance [SL:PERSONAL_NAME Musa] [SL:BANK_NAME Taj] ],PERSONAL_NAME: Musa $$ BANK_NAME: Taj,hau
banking,balance,How much money is in Zenith's bank account?,44:50:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ],BANK_NAME: Zenith,hau
banking,balance,Can you tell me if the money in the bank account will be enough to pay the rent?,67:77:SL:BILL_TYPE,[IN:balance [SL:BILL_TYPE kuɗin haya] ],BILL_TYPE: kuɗin haya,hau
banking,balance,There is enough money in my zenith bank account to buy a new bag,"36:42:SL:BANK_NAME,66:70:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ],BANK_NAME: zenith $$ SHOPPING_ITEM: jaka,hau
banking,balance,There is enough Naira in my zenith bank account to buy a new purse,"15:20:SL:CURRENCY,37:43:SL:BANK_NAME,67:71:SL:SHOPPING_ITEM",[IN:balance [SL:CURRENCY Naira] [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ],CURRENCY: Naira $$ BANK_NAME: zenith $$ SHOPPING_ITEM: jaka,hau
banking,balance,There is a lot of money in the vacation account,,[IN:balance ],,hau
banking,balance,Check if there is enough money in my zenith bank account to buy a new bag,"48:54:SL:BANK_NAME,78:82:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME zenith] [SL:SHOPPING_ITEM jaka] ],BANK_NAME: zenith $$ SHOPPING_ITEM: jaka,hau
banking,balance,How much naira is left in my Diamond bank account?,"0:5:SL:CURRENCY,47:54:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Diamond] ],CURRENCY: naira $$ BANK_NAME: Diamond,hau
banking,balance,Check how much money is in my bank account in Jaiz?,50:54:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Jaiz] ],BANK_NAME: Jaiz,hau
banking,balance,how can I check the balance in my GT bank account?,65:67:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ],BANK_NAME: GT,hau
banking,balance,Dear God can you tell me the balance of the money in my bank account right now,72:79:SL:TIME,[IN:balance [SL:TIME a yanzu] ],TIME: a yanzu,hau
banking,balance,Tell me the total amount in my union bank account?,42:47:SL:BANK_NAME,[IN:balance [SL:BANK_NAME union] ],BANK_NAME: union,hau
banking,balance,How much money is left in my Zenith bank account?,39:45:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Zenith] ],BANK_NAME: Zenith,hau
banking,balance,tell me if there is enough money in my UBA bank account to buy new shoes,"48:51:SL:BANK_NAME,73:80:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM takalmi] ],BANK_NAME: UBA $$ SHOPPING_ITEM: takalmi,hau
banking,balance,tell me if there is enough money in my UBA bank account to buy a new bag,"48:51:SL:BANK_NAME,75:79:SL:SHOPPING_ITEM",[IN:balance [SL:BANK_NAME UBA] [SL:SHOPPING_ITEM jaka] ],BANK_NAME: UBA $$ SHOPPING_ITEM: jaka,hau
banking,balance,How much money is left in the mosque's treasury?,8:13:SL:CURRENCY,[IN:balance [SL:CURRENCY naira] ],CURRENCY: naira,hau
banking,balance,God's man you can check me if there is enough money in the account for a vacation,,[IN:balance ],,hau
banking,balance,Do you know the total amount of money in my bank account of GT?,40:42:SL:BANK_NAME,[IN:balance [SL:BANK_NAME GT] ],BANK_NAME: GT,hau
banking,balance,How much is there in Zenith's bank account?,"8:13:SL:CURRENCY,43:49:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Zenith] ],CURRENCY: naira $$ BANK_NAME: Zenith,hau
banking,balance,Check if there is enough money in the traveler's account,,[IN:balance ],,hau
banking,balance,Check how much I have in my bank account Gt,54:56:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ],BANK_NAME: Gt,hau
banking,balance,Tell me the balance in my bank account now,50:57:SL:TIME,[IN:balance [SL:TIME a yanzu] ],TIME: a yanzu,hau
banking,balance,Tell me how much I have in my Gt bank account?,"9:14:SL:CURRENCY,60:62:SL:BANK_NAME",[IN:balance [SL:CURRENCY naira] [SL:BANK_NAME Gt] ],CURRENCY: naira $$ BANK_NAME: Gt,hau
banking,balance,Tell me how much I have in my Gt bank account?,54:56:SL:BANK_NAME,[IN:balance [SL:BANK_NAME Gt] ],BANK_NAME: Gt,hau
