intent,text,domain,spans,logical_form,split
alarm,wake me up at noon tomorrow,clinc,,[SL: alarm],train
alarm,set my alarm for getting up,clinc,,[SL: alarm],train
alarm,make sure my alarm is set for three thirty in the morning,clinc,,[SL: alarm],train
alarm,please set an alarm for mid day,clinc,,[SL: alarm],train
alarm,have an alarm set for three in the morning,clinc,,[SL: alarm],train
alarm,you need to set alarm for me,clinc,,[SL: alarm],train
alarm,i need you to set alarm for me,clinc,,[SL: alarm],train
alarm,set the alarm for me,clinc,,[SL: alarm],train
alarm,can you set alarm for me,clinc,,[SL: alarm],train
alarm,please set alarm for me,clinc,,[SL: alarm],train
alarm,make a new alarm for 6 in the morning,clinc,,[SL: alarm],train
alarm,make a new alarm,clinc,,[SL: alarm],train
alarm,create an alarm,clinc,,[SL: alarm],train
alarm,i need an alarm for 6am,clinc,,[SL: alarm],train
alarm,can you alert me at 6 in the morning,clinc,,[SL: alarm],train
alarm,i'd like a new alarm set for 6am,clinc,,[SL: alarm],train
alarm,"set an alarm for 6am, please",clinc,,[SL: alarm],train
alarm,initiate a new alarm please,clinc,,[SL: alarm],train
alarm,set up an alarm,clinc,,[SL: alarm],train
alarm,make up a new alarm,clinc,,[SL: alarm],train
alarm,i want to make an alarm,clinc,,[SL: alarm],train
alarm,i would like an alarm set,clinc,,[SL: alarm],train
alarm,schedule an alarm,clinc,,[SL: alarm],train
alarm,i need an alarm set,clinc,,[SL: alarm],train
alarm,i need alarms set for 6am and 615am,clinc,,[SL: alarm],train
alarm,i need an alarm to go off tomorrow at five fifteen,clinc,,[SL: alarm],train
alarm,can you set an alarm for seven fifteen for tomorrow,clinc,,[SL: alarm],train
alarm,set me an alarm for 4pm and another for 5pm,clinc,,[SL: alarm],train
alarm,set one alarm for 215pm and another for 7pm,clinc,,[SL: alarm],train
alarm,create an alarm for 9 am and another one for 11 am,clinc,,[SL: alarm],train
alarm,set the alarm to go off at 9 tomorrow,clinc,,[SL: alarm],train
alarm,make an alarm for tomorrow at twilight,clinc,,[SL: alarm],train
alarm,set up two alarms one for 10am and another for 2pm,clinc,,[SL: alarm],train
alarm,please set up an alarm to go off tomorrow at daybreak,clinc,,[SL: alarm],train
alarm,could you set one alarm for 8am saturday and one for 9am sunday,clinc,,[SL: alarm],train
alarm,can i turn on the alarm now,clinc,,[SL: alarm],train
alarm,how do i set the alarm,clinc,,[SL: alarm],train
alarm,please turn on the alarm,clinc,,[SL: alarm],train
alarm,set my alarm for 6am tomorrow,clinc,,[SL: alarm],train
alarm,set alarm for 6am,clinc,,[SL: alarm],train
alarm,can you play an alarm at 5pm,clinc,,[SL: alarm],train
alarm,create alarm 6am,clinc,,[SL: alarm],train
alarm,set alarm for 5pm,clinc,,[SL: alarm],train
alarm,make an alarm 6am,clinc,,[SL: alarm],train
alarm,create an alarm for 6am,clinc,,[SL: alarm],train
alarm,put in an alarm for 5pm,clinc,,[SL: alarm],train
alarm,i want an alarm at 5pm,clinc,,[SL: alarm],train
alarm,set my alarm for 5pm,clinc,,[SL: alarm],train
alarm,set an alarm,clinc,,[SL: alarm],train
alarm,create alarm,clinc,,[SL: alarm],train
balance,savings account balance at chase bank please,clinc,,[SL: balance],train
balance,check chase bank for my checking balance,clinc,,[SL: balance],train
balance,what is my checking account balance at chase,clinc,,[SL: balance],train
balance,i want my checking balance at chase,clinc,,[SL: balance],train
balance,what's my savings balance at chase,clinc,,[SL: balance],train
balance,do i have enough money in my chime bank account to take ashley to the movies tuesday,clinc,,[SL: balance],train
balance,check my visa account and see if i have enough money for dinner tonight,clinc,,[SL: balance],train
balance,is tehre enough in my bluebird account for groceries this week,clinc,,[SL: balance],train
balance,do i have enough in my sears account to buy a new dishwasher,clinc,,[SL: balance],train
balance,is there enough money in my discover account for a new pair of jeans,clinc,,[SL: balance],train
balance,what is the total of my bank accounts,clinc,,[SL: balance],train
balance,what is in my bank accounts,clinc,,[SL: balance],train
balance,what is the balance on my bank accounts,clinc,,[SL: balance],train
balance,what is remaining in my bank acccounts,clinc,,[SL: balance],train
balance,how much money is left in my bank accounts,clinc,,[SL: balance],train
balance,what amount of money is in my bank accounts,clinc,,[SL: balance],train
balance,what is the balance of my bank accounts,clinc,,[SL: balance],train
balance,what what kind money is available in my bank accounts,clinc,,[SL: balance],train
balance,what is the value of my bank accounts,clinc,,[SL: balance],train
balance,how much funds do i have in my bank accounts,clinc,,[SL: balance],train
balance,what's my checking account balance,clinc,,[SL: balance],train
balance,how much do i have in my checking,clinc,,[SL: balance],train
balance,what's the balance of my savings,clinc,,[SL: balance],train
balance,how much is in savings,clinc,,[SL: balance],train
balance,how much money is in my checking account,clinc,,[SL: balance],train
balance,what's the amount of money accumulated in my bank accounts,clinc,,[SL: balance],train
balance,what's my current bank savings,clinc,,[SL: balance],train
balance,how much total cash do i have in the bank,clinc,,[SL: balance],train
balance,what's my current checking balance,clinc,,[SL: balance],train
balance,can you tell me my current bank accounts balance,clinc,,[SL: balance],train
balance,what's the balance of my bank accounts,clinc,,[SL: balance],train
balance,what is my current balance on my home equity line of credit,clinc,,[SL: balance],train
balance,please find my balance on my chase mastercard,clinc,,[SL: balance],train
balance,can you tell me my checking account balance,clinc,,[SL: balance],train
balance,perform a search for my most recent balance on my amex account,clinc,,[SL: balance],train
balance,how much is the current balance in my td bank savings account,clinc,,[SL: balance],train
balance,what is my balance in checking account,clinc,,[SL: balance],train
balance,how much is available in my savings account,clinc,,[SL: balance],train
balance,tell me what i have in my money market account,clinc,,[SL: balance],train
balance,how much money do i have in my account,clinc,,[SL: balance],train
balance,how much is left of mastercard,clinc,,[SL: balance],train
balance,what is the available balance in savings,clinc,,[SL: balance],train
balance,what is the balance on my visa,clinc,,[SL: balance],train
balance,do i have enough money in my chase account for a new refrigerator,clinc,,[SL: balance],train
balance,do i have enough money in my charles schwab account to get a new baseball bat,clinc,,[SL: balance],train
balance,i'd like to know my bank balance please,clinc,,[SL: balance],train
balance,what's the balance on my bank account,clinc,,[SL: balance],train
balance,will the money in my capital one account cover a new washing machine,clinc,,[SL: balance],train
balance,could you check my bank balance for me,clinc,,[SL: balance],train
balance,will the amount in my chase bank account right now cover the cost of a new dryer,clinc,,[SL: balance],train
bill_balance,the bill for water and electricity is how much,clinc,,[SL: bill_balance],train
bill_balance,what's my bill for water and electricity,clinc,,[SL: bill_balance],train
bill_balance,"for my water and electricity, how much is the bill",clinc,,[SL: bill_balance],train
bill_balance,how much is the bill for my water and electricity,clinc,,[SL: bill_balance],train
bill_balance,my water and electricity bill is how much,clinc,,[SL: bill_balance],train
bill_balance,what is the total amount that i owe to sony and verizon,clinc,,[SL: bill_balance],train
bill_balance,please tell me how much i owe sprint and how much i owe hsn,clinc,,[SL: bill_balance],train
bill_balance,tell me how much my verizon and comcast bill come to together,clinc,,[SL: bill_balance],train
bill_balance,how much in total do i need to pay cox and at&t,clinc,,[SL: bill_balance],train
bill_balance,please let me know how much my bills for comcast and sprint total,clinc,,[SL: bill_balance],train
bill_balance,what do my bills add up to,clinc,,[SL: bill_balance],train
bill_balance,how much do i owe in bills,clinc,,[SL: bill_balance],train
bill_balance,what's the balance on my bills,clinc,,[SL: bill_balance],train
bill_balance,read my bill balances,clinc,,[SL: bill_balance],train
bill_balance,how much are my bills,clinc,,[SL: bill_balance],train
bill_balance,find out what my water bill costs please,clinc,,[SL: bill_balance],train
bill_balance,how much is my electricity bill costing me,clinc,,[SL: bill_balance],train
bill_balance,find out the cost of my bill payments,clinc,,[SL: bill_balance],train
bill_balance,let me know the amounts i owe for my utilities and tuition bills,clinc,,[SL: bill_balance],train
bill_balance,how much money do i need to spend on bill payments,clinc,,[SL: bill_balance],train
bill_balance,can you tell me what i owe for this month's phone bill,clinc,,[SL: bill_balance],train
bill_balance,tell me the sum total of my water and electricity bills,clinc,,[SL: bill_balance],train
bill_balance,can you tell me the total cost of my bills please,clinc,,[SL: bill_balance],train
bill_balance,what is the total amount due on my electricity bill,clinc,,[SL: bill_balance],train
bill_balance,what am i being charged for my water bill,clinc,,[SL: bill_balance],train
bill_balance,tell me how much my cable bill is,clinc,,[SL: bill_balance],train
bill_balance,what is the total for my utilities bill this month,clinc,,[SL: bill_balance],train
bill_balance,how much do i owe for my gas and phone bills,clinc,,[SL: bill_balance],train
bill_balance,tell me what is owed for my water and gas bills,clinc,,[SL: bill_balance],train
bill_balance,i need to know the amounts due for my utilities and cable bills,clinc,,[SL: bill_balance],train
bill_balance,let me know how much money i will need to spend on paying bills,clinc,,[SL: bill_balance],train
bill_balance,please let me know how much my gas bill is,clinc,,[SL: bill_balance],train
bill_balance,i need to know the cost of the cable bill,clinc,,[SL: bill_balance],train
bill_balance,how much in total will i be paying for bills,clinc,,[SL: bill_balance],train
bill_balance,what do i owe for my utilities bill,clinc,,[SL: bill_balance],train
bill_balance,please give me the full balance on my water bill,clinc,,[SL: bill_balance],train
bill_balance,how much is the total due for my pgw gas bill,clinc,,[SL: bill_balance],train
bill_balance,what's the amount due on my latest sprint bill,clinc,,[SL: bill_balance],train
bill_balance,"i need the dollar amount due on my verizon bill, please",clinc,,[SL: bill_balance],train
bill_balance,can you tell me what the amount on my directv bill is,clinc,,[SL: bill_balance],train
bill_balance,remind me of the invoice total for my plumbing bill,clinc,,[SL: bill_balance],train
bill_balance,tell me what amount i have to pay for my directv bill please,clinc,,[SL: bill_balance],train
bill_balance,i need to know my bill total for my verizon payment due this month,clinc,,[SL: bill_balance],train
bill_balance,please find the current balance on my con edison bill,clinc,,[SL: bill_balance],train
bill_balance,what's the balance on my sprint account,clinc,,[SL: bill_balance],train
bill_balance,how much is my xfinity bill this month,clinc,,[SL: bill_balance],train
bill_balance,what's the cost of my dte bill plus my electricity bill,clinc,,[SL: bill_balance],train
bill_balance,my dte bill is how much,clinc,,[SL: bill_balance],train
bill_balance,what is my dte bill this month,clinc,,[SL: bill_balance],train
bill_balance,how much are my electric and heating bills,clinc,,[SL: bill_balance],train
book_flight,what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,clinc,,[SL: book_flight],train
book_flight,"for the dates april 1st to the 7th, find me round trip air tickets from la to sfo",clinc,,[SL: book_flight],train
book_flight,what southwest flights are there for lax to sfo arriving april 1st and returning april 7th,clinc,,[SL: book_flight],train
book_flight,what airlines have flights round trip on april 1st to april 7th from lax to sfo,clinc,,[SL: book_flight],train
book_flight,find me round trip flights out of lax to sfox,clinc,,[SL: book_flight],train
book_flight,find me a flight from tijuana to guadalajara on volaris,clinc,,[SL: book_flight],train
book_flight,i need a flight to be booked from san diego to boston through frontier,clinc,,[SL: book_flight],train
book_flight,i want a flight booked from new york to san francisco with continental,clinc,,[SL: book_flight],train
book_flight,get me a flight booked from houston to phoenix with american airlines,clinc,,[SL: book_flight],train
book_flight,i want to fly southwest from dallas to phoenix,clinc,,[SL: book_flight],train
book_flight,book a flight from chicago to dc on monday and returning on wednesday,clinc,,[SL: book_flight],train
book_flight,i need to get a flight out of lax to dia on the 16th for under four hundred,clinc,,[SL: book_flight],train
book_flight,book a flight from sacremento to tampa two weeks from now and returning a month after,clinc,,[SL: book_flight],train
book_flight,i'm looking for a roundtrip flight from afw to dgb for tomorrow until next week,clinc,,[SL: book_flight],train
book_flight,"i'm looking for a roundtrip flight from oma to sps august 1st, 2019 to august 2nd, 2019",clinc,,[SL: book_flight],train
book_flight,i need to get a flight out of tampa to chicago in a month for under $123,clinc,,[SL: book_flight],train
book_flight,book a flight from denver to austin on the 16th and returning on the 20th,clinc,,[SL: book_flight],train
book_flight,book a flight from bangor to las vegas on may 1st and returning july 4th,clinc,,[SL: book_flight],train
book_flight,book a flight from seattle to dallas-fort worth on april the 1st and returning on april 5th,clinc,,[SL: book_flight],train
book_flight,i need to get a flight out of seattle to dulles next week for under $500,clinc,,[SL: book_flight],train
book_flight,i'm looking for a roundtrip flight from koa to mgj for june to july,clinc,,[SL: book_flight],train
book_flight,i need to get a flight out of denver to houston on friday for under $250,clinc,,[SL: book_flight],train
book_flight,"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",clinc,,[SL: book_flight],train
book_flight,i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th,clinc,,[SL: book_flight],train
book_flight,i'm looking for a roundtrip flight from fwa to hsv for march first to march fifth,clinc,,[SL: book_flight],train
book_flight,compare fares for al italia from bucharest to tampa returning before thanksgiving,clinc,,[SL: book_flight],train
book_flight,cheapest fare for flight from tehran to new york on august 1 with return on august 20,clinc,,[SL: book_flight],train
book_flight,compare prices for flights from recife to miami leaving may 20 returning june 5,clinc,,[SL: book_flight],train
book_flight,i need you to book me a flight from chicago to montpelier via united,clinc,,[SL: book_flight],train
book_flight,i need a roundtrip flight for 5/2 to 5/8 from nyc to los angeles,clinc,,[SL: book_flight],train
book_flight,can you find me a roundtrip flight from orlando to austin for 3/28 to 4/5,clinc,,[SL: book_flight],train
book_flight,use delta to book me a flight from dallas to pittsburgh,clinc,,[SL: book_flight],train
book_flight,help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,clinc,,[SL: book_flight],train
book_flight,could you make a flight reservation with air emirates from orlando to london,clinc,,[SL: book_flight],train
book_flight,"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",clinc,,[SL: book_flight],train
book_flight,fly me from pit to pdx on delta for under $300,clinc,,[SL: book_flight],train
book_flight,book a flight from la to madrid with southwest,clinc,,[SL: book_flight],train
book_flight,i'd like a flight from laguardia to orlando on southwest for under $400,clinc,,[SL: book_flight],train
book_flight,"i'm going to boston from bangor on july 25th through the 29th, and need you to find me a roundtrip flight",clinc,,[SL: book_flight],train
book_flight,i need to get from jfk to dallas with united for under $500,clinc,,[SL: book_flight],train
book_flight,i need a flight from nyc to paris with delta,clinc,,[SL: book_flight],train
book_flight,could you get me a delta flight from sioux falls to philadelphia for under $400,clinc,,[SL: book_flight],train
book_flight,i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,clinc,,[SL: book_flight],train
book_flight,reserve me a flight from ft lauderdale to houston on southwest,clinc,,[SL: book_flight],train
book_flight,find me a roundtrip flight from dallas to los angeles from march 2 to march 10,clinc,,[SL: book_flight],train
book_flight,"buy tickets for a flight from nyc to la on march 1, returning on march 5",clinc,,[SL: book_flight],train
book_flight,book me a flight out of la to chicago on march 3rd for under $500,clinc,,[SL: book_flight],train
book_flight,"book flights for me from nyc to la on march 1, returning on march 5",clinc,,[SL: book_flight],train
book_flight,look for a flight out of la to chicago on march 3rd for under $500,clinc,,[SL: book_flight],train
book_flight,find me a flight from ft lauderdale to houston on southwest,clinc,,[SL: book_flight],train
book_hotel,i need a bed in brownsburg near walmart from apil 4th until the 5th,clinc,,[SL: book_hotel],train
book_hotel,i need a room in indianapolis near the track from may 2nd through the 5th,clinc,,[SL: book_hotel],train
book_hotel,i need lodging in lizton near the ice cream parlor from may 3rd until the 8th,clinc,,[SL: book_hotel],train
book_hotel,need a place to crash in elizabeth near the refinery from june 4th until the 9th,clinc,,[SL: book_hotel],train
book_hotel,i need a place to stay in newark near a bodega from may 2nd through the 4th,clinc,,[SL: book_hotel],train
book_hotel,i want to book a hotel room for 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,is there a room big enough for 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,is it possible to book 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,clinc,,[SL: book_hotel],train
book_hotel,book me a hotel in st louis near the arch from march 2nd to 5th,clinc,,[SL: book_hotel],train
book_hotel,i need a room in london for 2 people from march 1st to 3rd,clinc,,[SL: book_hotel],train
book_hotel,get me a hotel room for 3 people from march 12th to 14th in chicago,clinc,,[SL: book_hotel],train
book_hotel,book me a hotel in new york near the empire state building from marc 2nd to 4th,clinc,,[SL: book_hotel],train
book_hotel,book me a hotel in chicago near the water tower shopping from april 2nd to 4th,clinc,,[SL: book_hotel],train
book_hotel,get me a hotel room for 4 people from march 1st to 3rd in seattle,clinc,,[SL: book_hotel],train
book_hotel,"in paris, get me a hotel room for 4 people from march 1st to 3rd",clinc,,[SL: book_hotel],train
book_hotel,can you find me a hotel for 2 people on april 1st to 4th in rome,clinc,,[SL: book_hotel],train
book_hotel,can you book me a hotel in los angeles near commerce casino from april 1st to the 5th,clinc,,[SL: book_hotel],train
book_hotel,book me a hotel in seattle near the space needle from march 3rd to 5th,clinc,,[SL: book_hotel],train
book_hotel,can you book me a room in new york city from april 2 through april 8,clinc,,[SL: book_hotel],train
book_hotel,are there any openings in new york city from april 2 through april 8,clinc,,[SL: book_hotel],train
book_hotel,are there any vacancies in new york city from april 2 through april 8,clinc,,[SL: book_hotel],train
book_hotel,how about any bookings in new york city from april 2 through april 8,clinc,,[SL: book_hotel],train
book_hotel,is there anything available in new york city from april 2 through april 8,clinc,,[SL: book_hotel],train
book_hotel,book me a room on november 11 to 15 in cali,clinc,,[SL: book_hotel],train
book_hotel,create a reservation novemeber 11 to 15 in cali,clinc,,[SL: book_hotel],train
book_hotel,show me all hotels in evans with good reviews,clinc,,[SL: book_hotel],train
book_hotel,which hotels in evans have good reviews,clinc,,[SL: book_hotel],train
book_hotel,get me a room in cali on november 11 to 15,clinc,,[SL: book_hotel],train
book_hotel,show me a well reviewed hotel in evans,clinc,,[SL: book_hotel],train
book_hotel,what is the best rated hotel in evans,clinc,,[SL: book_hotel],train
book_hotel,find me a place to stay in cali november 11 to 15,clinc,,[SL: book_hotel],train
book_hotel,make a reservation to stay in cali from november 11 to 15,clinc,,[SL: book_hotel],train
book_hotel,is it possible to have a place booked in salem from the 1st to the 3rd,clinc,,[SL: book_hotel],train
book_hotel,see if you can get me a room in colorado springs near garden of the gods from march 01 to march 02,clinc,,[SL: book_hotel],train
book_hotel,"i'd like you to book me a room in austin near google's headquarters from january 01, 2020 to february 02, 2020",clinc,,[SL: book_hotel],train
book_hotel,please book me a room in austin from tomorrow to the 2nd,clinc,,[SL: book_hotel],train
book_hotel,i want a hotel room for 6 from the 1st through the 3rd in seattle,clinc,,[SL: book_hotel],train
book_hotel,can you find me a decent hotel in denver,clinc,,[SL: book_hotel],train
book_hotel,"i'd like a placed booked in san diego from may 1st, 2020 to june 2nd, 2020",clinc,,[SL: book_hotel],train
book_hotel,are there any good hotels in salem,clinc,,[SL: book_hotel],train
book_hotel,what's a good hotel to stay at in chicago,clinc,,[SL: book_hotel],train
book_hotel,will you find me a place to stay in casper from march 5th to march 11th,clinc,,[SL: book_hotel],train
book_hotel,check if there's a hotel room that can receive 10 people in tampa from this friday for a week,clinc,,[SL: book_hotel],train
book_hotel,"can i get a hotel room that can accommodate 50 people in bangor from january 01, 2021 to january 30, 2021",clinc,,[SL: book_hotel],train
book_hotel,i need a hotel booked in denver near the museum from friday to saturday,clinc,,[SL: book_hotel],train
book_hotel,i want a hotel booked in salem near the concert hall from the first to the second,clinc,,[SL: book_hotel],train
book_hotel,i required a hotel room for 20 people from march 8th through march 20th in las vegas,clinc,,[SL: book_hotel],train
book_hotel,what hotels have decent reviews in bangor,clinc,,[SL: book_hotel],train
calendar_update,add my dentist appointment to the calendar,clinc,,[SL: calendar_update],train
calendar_update,add a vet appointment for 5 pm on saturday,clinc,,[SL: calendar_update],train
calendar_update,i need to edit this event out of my calendar,clinc,,[SL: calendar_update],train
calendar_update,please remove an event from this calendar,clinc,,[SL: calendar_update],train
calendar_update,i no longer want this event in my calendar,clinc,,[SL: calendar_update],train
calendar_update,delete that event from calendar,clinc,,[SL: calendar_update],train
calendar_update,make sure to add to my calendar the staff meeting for march 1 at 10 am,clinc,,[SL: calendar_update],train
calendar_update,add staff meeting to my calendar for march 1 at 10:00 in the morning,clinc,,[SL: calendar_update],train
calendar_update,i want you to add staff meeting to my calendar for march 1 at 10:00 am,clinc,,[SL: calendar_update],train
calendar_update,"please add to my calendar for the staff meeting that is scheduled on march 1, 2019 at 10 am",clinc,,[SL: calendar_update],train
calendar_update,the staff meeting on march 1 at 10:00 am needs to be added to my calendar,clinc,,[SL: calendar_update],train
calendar_update,leave the date of june 4 open on my calendar,clinc,,[SL: calendar_update],train
calendar_update,i need anniversary dinner added to my schedule for march 7,clinc,,[SL: calendar_update],train
calendar_update,can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,clinc,,[SL: calendar_update],train
calendar_update,i need a clear calendar for april 15,clinc,,[SL: calendar_update],train
calendar_update,please add final exams to my calendar for may 2,clinc,,[SL: calendar_update],train
calendar_update,add mom's birthday to my calendar on april 12,clinc,,[SL: calendar_update],train
calendar_update,please take final exams off my calendar for may 3,clinc,,[SL: calendar_update],train
calendar_update,add dentist appointment to my calendar for march 1,clinc,,[SL: calendar_update],train
calendar_update,remove the may 11 event called baby shower from my calendar,clinc,,[SL: calendar_update],train
calendar_update,clear my entire schedule for april 1,clinc,,[SL: calendar_update],train
calendar_update,take the event called surprise party off my calendar for june 2,clinc,,[SL: calendar_update],train
calendar_update,i want you to cancel the event called 'bachelorette party' on april 15,clinc,,[SL: calendar_update],train
calendar_update,please schedule an event called 'nadine's baby shower' on my calendar,clinc,,[SL: calendar_update],train
calendar_update,remove the june 12 event called sasha's wedding from my calendar,clinc,,[SL: calendar_update],train
calendar_update,clear my calendar for the date of june 23,clinc,,[SL: calendar_update],train
calendar_update,please put annie's baby shower on march 30 in my calendar,clinc,,[SL: calendar_update],train
calendar_update,make sure my calendar is clear for june 1,clinc,,[SL: calendar_update],train
calendar_update,remove anniversary dinner from my calendar on april 5,clinc,,[SL: calendar_update],train
calendar_update,please clear entries on my calendar for the 1st,clinc,,[SL: calendar_update],train
calendar_update,please add an item to my calendar that i need to clean the kitchen on thursday,clinc,,[SL: calendar_update],train
calendar_update,"i want the events on my calendar for march 20th, 2019 to be cleared",clinc,,[SL: calendar_update],train
calendar_update,remove celebrate anniversary from my calendar,clinc,,[SL: calendar_update],train
calendar_update,erase any event on my calendar that's set for wednesday of next week,clinc,,[SL: calendar_update],train
calendar_update,i want to add a doctor's visit to the calendar for friday,clinc,,[SL: calendar_update],train
calendar_update,clear my calendar for this friday,clinc,,[SL: calendar_update],train
calendar_update,delete all events on my calendar that have the word girlfriend in them,clinc,,[SL: calendar_update],train
calendar_update,go ahead and delete the doctor appointment i have scheduled for monday,clinc,,[SL: calendar_update],train
calendar_update,add my birthday to my calendar for next month on the 5th,clinc,,[SL: calendar_update],train
calendar_update,delete my golf tournament event from tomrrow,clinc,,[SL: calendar_update],train
calendar_update,put my parents anniversary on the calendar for next week on tuesday,clinc,,[SL: calendar_update],train
calendar_update,clear my calendar for tomorrow,clinc,,[SL: calendar_update],train
calendar_update,remove the recurring training meeting events off my calendar,clinc,,[SL: calendar_update],train
calendar_update,put a reminder on the calendar to buy a gun on march 1st,clinc,,[SL: calendar_update],train
calendar_update,i need to add farm trip to my calendar for friday,clinc,,[SL: calendar_update],train
calendar_update,i want to add farm trip to my calendar for friday,clinc,,[SL: calendar_update],train
calendar_update,i must add farm trip to my calendar for friday,clinc,,[SL: calendar_update],train
calendar_update,i got to remove fishing from my calendar for soccer,clinc,,[SL: calendar_update],train
calendar_update,please remove fishing from my calendar for soccer,clinc,,[SL: calendar_update],train
calendar_update,i need to remove fishing from my calendar for soccer,clinc,,[SL: calendar_update],train
cancel_reservation,remove my reservation at outback for timmy,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel the reservation for kyle's party at red lobster,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my party reservation for brad at longhorn,clinc,,[SL: cancel_reservation],train
cancel_reservation,get rid of my reservation at chez francois for jennifer,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel the reservation at olive garden for tommy,clinc,,[SL: cancel_reservation],train
cancel_reservation,you can cancel my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,my reservation is no longer needed,clinc,,[SL: cancel_reservation],train
cancel_reservation,tell the restaurant i cannot make it,clinc,,[SL: cancel_reservation],train
cancel_reservation,there is no need to confirm my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,would you please cancel the reservations for dinner,clinc,,[SL: cancel_reservation],train
cancel_reservation,"hello, i need to cancel tonight's reservation for dinner",clinc,,[SL: cancel_reservation],train
cancel_reservation,i need to put in a cancellation for the dinner plans tonight,clinc,,[SL: cancel_reservation],train
cancel_reservation,"cancel the dinner reservation i made, okay",clinc,,[SL: cancel_reservation],train
cancel_reservation,i need to cancel my dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,please cancel my reservation for dinner,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my reservation for dinner,clinc,,[SL: cancel_reservation],train
cancel_reservation,my reservation for dinner needs to be canceled,clinc,,[SL: cancel_reservation],train
cancel_reservation,call the restaurant and cancel my reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,get rid of my 2 pm reservation at ruth's steakhouse,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancelt the reservation i have for dinner,clinc,,[SL: cancel_reservation],train
cancel_reservation,please cancel my dinner reservation for tuesday,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel my reservation for dinner tomorrow,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my reservation for 6 pm at sidetracks,clinc,,[SL: cancel_reservation],train
cancel_reservation,get rid of my 4 pm reservation at the steakhouse please,clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel the reservation i have at 4 pm at ruth's,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel the reservation i made for 8 pm at black rock,clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel my dinner reservation please,clinc,,[SL: cancel_reservation],train
cancel_reservation,please cancel the table i had reserved for tonight,clinc,,[SL: cancel_reservation],train
cancel_reservation,"i made a reservation for chris at tony's, please cancel it",clinc,,[SL: cancel_reservation],train
cancel_reservation,cancel tonight's dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,"i don't need my reservation, can you cancel it",clinc,,[SL: cancel_reservation],train
cancel_reservation,can you cancel my dinner reservation,clinc,,[SL: cancel_reservation],train
cancel_reservation,please cancel my reservation for chris at brio,clinc,,[SL: cancel_reservation],train
